CONTRACT_N,NAME_IMPL_PARTN,FREQ_NGO,CONTRACT_N,CNTRY_REG,F_CODE,Focal_sector_CSP,DECISION_CONTRACT_YEAR,Contractor_s_signature_date,MR_NUMBER,NAT,TYPE_OF_MR,SUBREGION,DOMAIN,DECISION_N,PROJECT_TITLE,ONGOING_EXPOST,CODE_IMPL_PARTN,TYPE_IMPL_PARTN,PRIM_COMMNT,SEC_COMMNT,CRS_CODE,CRS,REL_L,EFC_L,EFT_L,IMP_L,SUS_L,GRADES,BCS_1_1,BCS_1_2,BCS_1_3,BCS_1_4,BCS_3_1,BCS_3_2,BCS_4_1,BCS_4_2,BCS_5_1,BCS_5_2,BCS_5_3,BCS_5_4,BCS_7_1,BCS_7_2,BCS_7_3,BCS_7_4,BCS_2_1,BCS_2_2,BCS_2_3,BCS_2_4,START_DATE,END_DATE,MR_DATE,VISIT_DATE,YEAR_MR,YEAR,CODE_PROJECT,COD_PJ_UNIV,COD_PJ_UNIV_CNT,COD_PJ_UNIV_CNT_TYPE_MR,PJ_OLD_AGE,PJ_OLD_AGE_YEAR,PHASE_PJ,PERFORMANCE,BCS_1_1_GOOD_BAD,BCS_1_2_GOOD_BAD,BCS_1_3_GOOD_BAD,BCS_1_4_GOOD_BAD,BCS_2_1_GOOD_BAD,BCS_2_2_GOOD_BAD,BCS_2_3_GOOD_BAD,BCS_2_4_GOOD_BAD,BCS_3_1_GOOD_BAD,BCS_3_2_GOOD_BAD,BCS_4_1_GOOD_BAD,BCS_4_2_GOOD_BAD,BCS_5_1_GOOD_BAD,BCS_5_2_GOOD_BAD,BCS_5_3_GOOD_BAD,BCS_5_4_GOOD_BAD,REL_L_GOOD_BAD,EFC_L_GOOD_BAD,EFT_L_GOOD_BAD,IMP_L_GOOD_BAD,SUS_L_GOOD_BAD,GOOD_BAD,SEC_COMMNT_CLASS,SEC_COMMNT_CLASS_v2,EC_DISBOUR_CLASS,SEC_COMM_PRIM_COMMT,DISBOUR_SEC_COMM,EC_DISBOUR_MORE_LESS_1,PERC_DAYS_DATEMR_PJOLD,IMPL_PART_MACRO,FILE_INPUT,IHDI_2000,IHDI_2011,IHDI_INCREASE_2000_2011,TOP_MOVERS,BOTTOM_MOVERS,IHDI_LEVEL,SUB_DOMAIN,MACRO_DOMAIN,CRS_RICLASS,YEAR_START,YEAR_PROGR,PRIM_COMMNT_CLASS,PJ_OLD_AGE_YEAR_CLASS,FOCAL_SECTOR,EC_DISBOUR,DISBOUR_PRIM_COMM,DISBOUR_DURATION_PJ,DISBOUR_DURATIONPJ_CLASS,FIN_RHYTHM_VS_CAL_RHYTHM,LOCATION,LIVESTOCK,FISHERY,MAIN_CROPS,FRT_VGB,IRRIGATION,LAND,ENVIRONMENT,FARMERS,VULNERABLEGROUPS,FOOD,vulnerability,INSTITUTIONS,GROUPS,partner,CREDIT,MARKET,INPUTS,MECHANIZATION,EXT_TRN,innovation,INCOME,INVESTMENT,POLICY,PROD_FOCUS,PHY_RSC ,TYPE_BF,VULN,INSTIT,MARKET_VAR,SP_PRP ,PLCY_RLTD,BCS_1_1_NUM_A,BCS_1_3_NUM_A,BCS_1_4_NUM_A,BCS_3_2_NUM_A,BCS_4_1_NUM_A,BCS_4_2_NUM_A,BCS_5_2_NUM_A,BCS_5_3_NUM_A,BCS_5_4_NUM_A,BCS_1_1_NUM_B,BCS_1_3_NUM_B,BCS_1_4_NUM_B,BCS_3_2_NUM_B,BCS_4_1_NUM_B,BCS_4_2_NUM_B,BCS_5_2_NUM_B,BCS_5_3_NUM_B,BCS_5_4_NUM_B,BCS_1_1_NUM_C,BCS_1_3_NUM_C,BCS_1_4_NUM_C,BCS_3_2_NUM_C,BCS_4_1_NUM_C,BCS_4_2_NUM_C,BCS_5_2_NUM_C,BCS_5_3_NUM_C,BCS_5_4_NUM_C,BCS_1_1_NUM_D,BCS_1_3_NUM_D,BCS_1_4_NUM_D,BCS_3_2_NUM_D,BCS_4_1_NUM_D,BCS_4_2_NUM_D,BCS_5_2_NUM_D,BCS_5_3_NUM_D,BCS_5_4_NUM_D,TOT_A_STRATEGIC,TOT_B_STRATEGIC,TOT_C_STRATEGIC,TOT_D_STRATEGIC,BCS_1_2_NUM_A,BCS_2_1_NUM_A,BCS_2_2_NUM_A,BCS_2_3_NUM_A,BCS_2_4_NUM_A,BCS_3_1_NUM_A,BCS_5_1_NUM_A,BCS_1_2_NUM_B,BCS_2_1_NUM_B,BCS_2_2_NUM_B,BCS_2_3_NUM_B,BCS_2_4_NUM_B,BCS_3_1_NUM_B,BCS_5_1_NUM_B,BCS_1_2_NUM_C,BCS_2_1_NUM_C,BCS_2_2_NUM_C,BCS_2_3_NUM_C,BCS_2_4_NUM_C,BCS_3_1_NUM_C,BCS_5_1_NUM_C,BCS_1_2_NUM_D,BCS_2_1_NUM_D,BCS_2_2_NUM_D,BCS_2_3_NUM_D,BCS_2_4_NUM_D,BCS_3_1_NUM_D,BCS_5_1_NUM_D,TOT_A_OPERAT,TOT_B_OPERAT,TOT_C_OPERAT,TOT_D_OPERAT,NUM_NODE_TREE_3,GRADES,NEW_GRADE,NEW_GRADE_SIMPLIFIED,N_CLUSTER_N20,N_CLUSTER_N5,,,,NEW GRADE SIMPLIFIED
84587,VETERINAIRES SANS FRONTIERES-BELGIQUE ASBL DIERENARTSEN ZONDER GRENZEN VZW,FREQUENT,84587,SOUTH SUDAN,F11,Food Security,2004,12/16/2004,MR-001656.02,231,SINGLE COUNTRY NATIONAL PROJECT,EASTERN AFRICA AND INDIAN OCEAN,FOOD,4953,"Food Security and Livelihood Improvement Program for Eastern Equitoria - West of the Nile, Southern Sudan",ONGOING,1,INTERNAT NGO CSO UNI,717852.71,717852.71,52010,FOOD AID FOOD SECURITY PROGRAMMES,B,C,B,C,B,IIC,,,,,,,,,,,,,,,,,,,,,3/1/2005,8/1/2008,4/20/2007,4/20/2007,2007,2007,84587,"84587.000000FoodSecurityandLivelihoodImprovementProgramforEasternEquitoria-WestoftheNile,SouthernSudan","84587.000000FoodSecurityandLivelihoodImprovementProgramforEasternEquitoria-WestoftheNile,SouthernSudanSOUTH SUDAN","84587.000000FoodSecurityandLivelihoodImprovementProgramforEasternEquitoria-WestoftheNile,SouthernSudanSOUTH SUDANSINGLE COUNTRY NATIONAL PROJECT",1249,3.4219178082,MATURE,GOOD,,,,,,,,,,,,,,,,,GOOD,BAD,GOOD,BAD,GOOD,GOOD,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1,1,MORE_1,0.6244995997,NGO,FOOD_2_INTEGRAZ,,,,,,,FOOD_GEN,FOOD,52010,2005,2002_2006,2CLASS_0_5_TO_1ML,3C_3_4_YEARS,FOCAL,717852.71,1,1.6012820513,0CLASS_1QUARTILE,4C_FAST,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE,NONE,NA,NONE,NONE,NONE,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,IIC,AB,OK,cluster-1,cluster-5,,,,OK
84598,VITA (RTI) LBG,FREQUENT,84598,ERITREA,F11,Food security,2004,12/16/2004,MR-001603.02,631,SINGLE COUNTRY NATIONAL PROJECT,EASTERN AFRICA AND INDIAN OCEAN,FOOD,17757,Capacity Building and Community Irrigation Development for Horticulture Farmers in Debub and Anseba Regions in Eritrea,ONGOING,1,INTERNAT NGO CSO UNI,676864,676864,52010,FOOD AID FOOD SECURITY PROGRAMMES,B,C,B,B,B,IIB,A,B,B,A,B,B,B,B,C,A,A,A,YES,YES,N/A,N/A,C,B,C,B,12/17/2004,12/17/2007,2/19/2010,2/19/2010,2010,2010,84598,84598.000000CapacityBuildingandCommunityIrrigationDevelopmentforHorticultureFarmersinDebubandAnsebaRegionsinEritrea,84598.000000CapacityBuildingandCommunityIrrigationDevelopmentforHorticultureFarmersinDebubandAnsebaRegionsinEritreaERITREA,84598.000000CapacityBuildingandCommunityIrrigationDevelopmentforHorticultureFarmersinDebubandAnsebaRegionsinEritreaERITREASINGLE COUNTRY NATIONAL PROJECT,1095,3,DEAD,GOOD,GOOD,GOOD,GOOD,GOOD,BAD,GOOD,BAD,GOOD,GOOD,GOOD,GOOD,GOOD,BAD,GOOD,GOOD,GOOD,GOOD,BAD,GOOD,GOOD,GOOD,GOOD,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1,1,MORE_1,1.7260273973,NGO,FOOD_2_INTEGRAZ,,0.349,,,,low,FOOD_CTRY,FOOD,52010,2004,2002_2006,2CLASS_0_5_TO_1ML,3C_3_4_YEARS,FOCAL,676864,1,0.5793650794,0CLASS_1QUARTILE,2C_LATE,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE,NONE,NA,NONE,NONE,NONE,0.000000,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,3,0,50,IIB,BC,PROBLEMS,cluster-1,cluster-3,,,,PROBLEMS
84599,STICHTING INTERKERKELIJKE ORGANISATIE VOOR ONTWIKKELINGSSAMENWERKINGICCO,FREQUENT,84599,ERITREA,F11,Food security,2004,12/31/2004,MR-001604.01,639,SINGLE COUNTRY NATIONAL PROJECT,EASTERN AFRICA AND INDIAN OCEAN,FOOD,17782,"Integrated Food Security Project in Zoba Debub, Eritrea",ONGOING,1,INTERNAT NGO CSO UNI,628897.58,628897.58,52010,FOOD AID FOOD SECURITY PROGRAMMES,B,B,B,B,B,IIA,,,,,,,,,,,,,,,,,,,,,1/1/2005,12/31/2007,3/1/2006,3/1/2006,2006,2006,84599,"84599.000000IntegratedFoodSecurityProjectinZobaDebub,Eritrea","84599.000000IntegratedFoodSecurityProjectinZobaDebub,EritreaERITREA","84599.000000IntegratedFoodSecurityProjectinZobaDebub,EritreaERITREASINGLE COUNTRY NATIONAL PROJECT",1094,2.997260274,MATURE,VERY GOOD,,,,,,,,,,,,,,,,,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1,1,MORE_1,0.3875685558,NGO,FOOD_2_INTEGRAZ,,0.349,,,,low,FOOD_CTRY,FOOD,52010,2005,2002_2006,2CLASS_0_5_TO_1ML,2C_2_3_YEARS,FOCAL,628897.58,1,2.5801886792,0CLASS_1QUARTILE,4C_FAST,N/A,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FRVG,WATER,FARMERS,YES,NONE,EXT_TRN,NONE,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,IIA,AA,OK,cluster-6,cluster-3,,,,OK
94692,STICHTING CORDAID,FREQUENT,94692,TANZANIA,NF1,,2005,12/19/2005,MR-001910.01,292,SINGLE COUNTRY NATIONAL PROJECT,EASTERN AFRICA AND INDIAN OCEAN,ONG-PVD,6239,"INTEGRATED DEVELOPMENT OF AGRO-ENTERPRISE AND REDUCED IMPACT OF HIV/AIDS FOR SUSTAINED LIVELIHOODS, TANZANIA",ONGOING,1,INTERNAT NGO CSO UNI,513001.14,513001.14,31181,AGRICULTURAL EDUCATION TRAINING,B,C,C,B,B,IIC,,,,,,,,,,,,,,,,,,,,,1/1/2006,5/1/2009,12/22/2006,12/22/2006,2006,2006,94692,"94692.000000INTEGRATEDDEVELOPMENTOFAGRO-ENTERPRISEANDREDUCEDIMPACTOFHIV/AIDSFORSUSTAINEDLIVELIHOODS,TANZANIA","94692.000000INTEGRATEDDEVELOPMENTOFAGRO-ENTERPRISEANDREDUCEDIMPACTOFHIV/AIDSFORSUSTAINEDLIVELIHOODS,TANZANIATANZANIA","94692.000000INTEGRATEDDEVELOPMENTOFAGRO-ENTERPRISEANDREDUCEDIMPACTOFHIV/AIDSFORSUSTAINEDLIVELIHOODS,TANZANIATANZANIASINGLE COUNTRY NATIONAL PROJECT",1216,3.3315068493,YOUNG,GOOD,,,,,,,,,,,,,,,,,GOOD,BAD,BAD,GOOD,GOOD,GOOD,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1,1,MORE_1,0.2919407895,NGO,FOOD_2_INTEGRAZ,0.364,0.466,0.2802197802,yes,,low,ONG_PVD,NGO,31100,2006,2002_2006,2CLASS_0_5_TO_1ML,3C_3_4_YEARS,NO_FOCAL,513001.14,1,3.4253521127,0CLASS_1QUARTILE,4C_FAST,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE,NONE,NA,NONE,NONE,NONE,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,IIC,CC,FAILING,cluster-5,cluster-3,,,,FAILING
94801,CONCERN UNIVERSAL LBG,,94801,MALAWI,F11,"Rural development, food security, natural resources",2005,12/13/2005,MR-002085.02,294,SINGLE COUNTRY NATIONAL PROJECT,SOUTHERN AFRICA REGION,ONG-PVD,6239,"Msamala Environmental Rehabilitation and Livelihoods Improvement Project, Malawi",ONGOING,1,INTERNAT NGO CSO UNI,709800.93,709800.93,43040,RURAL DEVELOPMENT,C,C,C,B,C,III,B,C,C,B,C,B,B,B,C,B,C,B,YES,YES,N/A,YES,B,C,C,B,1/1/2006,12/31/2010,3/12/2012,3/12/2012,2012,2012,94801,"94801.000000MsamalaEnvironmentalRehabilitationandLivelihoodsImprovementProject,Malawi","94801.000000MsamalaEnvironmentalRehabilitationandLivelihoodsImprovementProject,MalawiMALAWI","94801.000000MsamalaEnvironmentalRehabilitationandLivelihoodsImprovementProject,MalawiMALAWISINGLE COUNTRY NATIONAL PROJECT",1825,5,DEAD,BAD,GOOD,BAD,BAD,GOOD,GOOD,BAD,BAD,GOOD,BAD,GOOD,GOOD,GOOD,BAD,GOOD,BAD,GOOD,BAD,BAD,BAD,GOOD,BAD,BAD,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1,1,MORE_1,1.2394520548,NGO,FOOD_2_INTEGRAZ,0.343,0.4,0.166180758,,,low,ONG_PVD,NGO,43040,2006,2002_2006,2CLASS_0_5_TO_1ML,4C_ABOVE_4_YEARS,FOCAL,709800.93,1,0.8068081344,0CLASS_1QUARTILE,2C_LATE,L,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CRP,NONE,FARMERS,NA,NONE,NONE,INCOME,0.000000,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,5,0,37,III,CD,FAILING,cluster-2,cluster-2,,,,FAILING
94803,CONCERN UNIVERSAL LBG,,94803,MALAWI,F11,"Rural development, food security, natural resources",2005,12/13/2005,MR-002076.03,295,SINGLE COUNTRY NATIONAL PROJECT,SOUTHERN AFRICA REGION,ONG-PVD,6239,Mkhumba Boundary Communities’ Livelihoods Improvement Project - Malawi,ONGOING,1,INTERNAT NGO CSO UNI,707732.36,707732.36,43040,RURAL DEVELOPMENT,B,B,B,A,B,IIA,A,B,C,A,B,A,A,A,B,B,B,A,YES,YES,N/A,YES,B,A,B,B,1/1/2006,12/31/2010,3/12/2012,3/12/2012,2012,2012,94803,94803.000000MkhumbaBoundaryCommunities’LivelihoodsImprovementProject-Malawi,94803.000000MkhumbaBoundaryCommunities’LivelihoodsImprovementProject-MalawiMALAWI,94803.000000MkhumbaBoundaryCommunities’LivelihoodsImprovementProject-MalawiMALAWISINGLE COUNTRY NATIONAL PROJECT,1825,5,DEAD,VERY GOOD,GOOD,GOOD,BAD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1,1,MORE_1,1.2394520548,NGO,FOOD_2_INTEGRAZ,0.343,0.4,0.166180758,,,low,ONG_PVD,NGO,43040,2006,2002_2006,2CLASS_0_5_TO_1ML,4C_ABOVE_4_YEARS,FOCAL,707732.36,1,0.8068081344,0CLASS_1QUARTILE,2C_LATE,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NONE,NONE,FARMERS,NA,PRTNSHIPS,NONE,NONE,0.000000,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,52,IIA,AA,OK,cluster-5,cluster-2,,,,OK
94818,HORIZONT 3000 OSTERREICHISCHE ORGANISATION FUR ENTWICKLUNGSZUSAMMENARBEIT,FREQUENT,94818,TIMOR LESTE,NF1,,2005,12/12/2005,MR-127986.02,296,SINGLE COUNTRY NATIONAL PROJECT,PACIFIC REGION,ONG-PVD,6239,Integrated Poverty Alleviation Program in East Timor (IPAPET),ONGOING,1,INTERNAT NGO CSO UNI,562495.62,562495.62,43040,RURAL DEVELOPMENT,C,B,C,C,C,III,,,,,,,,,,,,,,,,,,,,,12/13/2005,3/12/2009,1/3/2011,1/3/2011,2011,2011,94818,94818.000000IntegratedPovertyAlleviationPrograminEastTimor(IPAPET),94818.000000IntegratedPovertyAlleviationPrograminEastTimor(IPAPET)TIMOR LESTE,94818.000000IntegratedPovertyAlleviationPrograminEastTimor(IPAPET)TIMOR LESTESINGLE COUNTRY NATIONAL PROJECT,1185,3.2465753425,DEAD,BAD,,,,,,,,,,,,,,,,,BAD,GOOD,BAD,BAD,BAD,BAD,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1,1,MORE_1,1.558649789,NGO,FOOD_2_INTEGRAZ,0.404,0.495,0.2252475248,yes,,low,ONG_PVD,NGO,43040,2005,2002_2006,2CLASS_0_5_TO_1ML,3C_3_4_YEARS,NO_FOCAL,562495.62,1,0.6415809421,0CLASS_1QUARTILE,2C_LATE,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NONE,NONE,NONE,YES,PRTNSHIPS,NONE,NONE,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,III,CC,FAILING,cluster-5,cluster-2,,,,FAILING
95182,AFRICA NOW LBG,FREQUENT,95182,ZIMBABWE,F12,Rural development,2005,12/28/2005,MR-001809.01,300,SINGLE COUNTRY NATIONAL PROJECT,SOUTHERN AFRICA REGION,ONG-PVD,6239,INCREASING INCOME OPPORTUNITIES FROM SMALLHOLDER DAIRY PRODUCTION - ZIMBABWE,ONGOING,1,INTERNAT NGO CSO UNI,374342,374342,43040,RURAL DEVELOPMENT,B,C,C,B,B,IIC,,,,,,,,,,,,,,,,,,,,,1/1/2006,12/31/2007,9/22/2006,9/22/2006,2006,2006,95182,95182.000000INCREASINGINCOMEOPPORTUNITIESFROMSMALLHOLDERDAIRYPRODUCTION-ZIMBABWE,95182.000000INCREASINGINCOMEOPPORTUNITIESFROMSMALLHOLDERDAIRYPRODUCTION-ZIMBABWEZIMBABWE,95182.000000INCREASINGINCOMEOPPORTUNITIESFROMSMALLHOLDERDAIRYPRODUCTION-ZIMBABWEZIMBABWESINGLE COUNTRY NATIONAL PROJECT,729,1.997260274,MATURE,GOOD,,,,,,,,,,,,,,,,,GOOD,BAD,BAD,GOOD,GOOD,GOOD,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1,0.8999998931,MORE_1,0.3621399177,NGO,FOOD_2_INTEGRAZ,0.372,0.376,0.0107526882,,yes,low,ONG_PVD,NGO,43040,2006,2002_2006,1CLASS_LESS_0_5_ML,1C_LESS_2_YEARS,FOCAL,336907.76,0.8999998931,2.4852269777,0CLASS_1QUARTILE,4C_FAST,N/A,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,FRVG,NONE,FARMERS,NA,NONE,EXT_TRN,NONE,1.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,IIC,CC,FAILING,cluster-10,cluster-2,,,,FAILING
95456,SELF HELP AFRICA (UK) LBG,SUPER,95456,ZAMBIA,NF1,,2005,12/19/2005,MR-001891.01,304,SINGLE COUNTRY NATIONAL PROJECT,SOUTHERN AFRICA REGION,ONG-PVD,6239,"PROJECT FOR THE REDUCTION OF POVERTY (PROP) EASTERN PROVINCE, ZAMBIA",ONGOING,1,INTERNAT NGO CSO UNI,627292,627292,43040,RURAL DEVELOPMENT,C,B,B,B,B,IIB,,,,,,,,,,,,,,,,,,,,,1/1/2006,12/31/2010,12/15/2006,12/15/2006,2006,2006,95456,"95456.000000PROJECTFORTHEREDUCTIONOFPOVERTY(PROP)EASTERNPROVINCE,ZAMBIA","95456.000000PROJECTFORTHEREDUCTIONOFPOVERTY(PROP)EASTERNPROVINCE,ZAMBIAZAMBIA","95456.000000PROJECTFORTHEREDUCTIONOFPOVERTY(PROP)EASTERNPROVINCE,ZAMBIAZAMBIASINGLE COUNTRY NATIONAL PROJECT",1825,5,YOUNG,GOOD,,,,,,,,,,,,,,,,,BAD,GOOD,GOOD,GOOD,GOOD,GOOD,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1,0.9777687744,MORE_1,0.1906849315,NGO,FOOD_2_INTEGRAZ,0.371,0.43,0.1590296496,,,low,ONG_PVD,NGO,43040,2006,2002_2006,2CLASS_0_5_TO_1ML,4C_ABOVE_4_YEARS,NO_FOCAL,613346.53,0.9777687744,5.1276667046,0CLASS_1QUARTILE,4C_FAST,N/A,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,NONE,NONE,BOTH,NA,CRD_INST,MARKET,INCOME,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,IIB,AB,OK,cluster-2,cluster-2,,,,OK
95459,HILFSWERK AUSTRIA INTERNATIONAL -OSTERREICHISCHES HILFSWERK FUR INTERNATIONALE ZUSAMMENARBEIT,OCCASIONAL,95459,MOZAMBIQUE,F21,Food security and agriculture,2005,12/22/2005,MR-002017.01,305,SINGLE COUNTRY NATIONAL PROJECT,SOUTHERN AFRICA REGION,ONG-PVD,6239,"SEGURANÇA DA POSSE DA TERRA E DESENVOLVIMENTO SUSTENTÁVEL NO SUL DA PROVÍNCIA DE SOFALA, MOÇAMBIQUE",ONGOING,1,INTERNAT NGO CSO UNI,641324.3,641324.3,31130,AGRICULTURAL LAND RESOURCES,A,B,A,B,A,I,,,,,,,,,,,,,,,,,,,,,12/23/2005,12/23/2009,4/16/2007,4/16/2007,2007,2007,95459,"95459.000000SEGURANÇADAPOSSEDATERRAEDESENVOLVIMENTOSUSTENTÁVELNOSULDAPROVÍNCIADESOFALA,MOÇAMBIQUE","95459.000000SEGURANÇADAPOSSEDATERRAEDESENVOLVIMENTOSUSTENTÁVELNOSULDAPROVÍNCIADESOFALA,MOÇAMBIQUEMOZAMBIQUE","95459.000000SEGURANÇADAPOSSEDATERRAEDESENVOLVIMENTOSUSTENTÁVELNOSULDAPROVÍNCIADESOFALA,MOÇAMBIQUEMOZAMBIQUESINGLE COUNTRY NATIONAL PROJECT",1461,4.002739726,YOUNG,VERY GOOD,,,,,,,,,,,,,,,,,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1,1,MORE_1,0.3278576318,NGO,FOOD_2_INTEGRAZ,0.245,0.322,0.3142857143,yes,,low,ONG_PVD,NGO,31100,2005,2002_2006,2CLASS_0_5_TO_1ML,4C_ABOVE_4_YEARS,FOCAL,641324.3,1,3.0501043841,0CLASS_1QUARTILE,4C_FAST,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE,NONE,NA,NONE,NONE,NONE,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,I,AA,OK,cluster-5,cluster-2,,,,OK
